Left_Shoulder_Angle,Right_Shoulder_Angle,Left_Elbow_Angle,Right_Elbow_Angle,Left_Wrist_Angle,Right_Wrist_Angle,Left_Hip_Angle,Right_Hip_Angle,Left_Knee_Angle,Right_Knee_Angle,Neck_Angle,Left_Ankle_Angle,Right_Ankle_Angle,Left_Heel_Angle,Right_Heel_Angle,Left_Foot_Index_Angle,Right_Foot_Index_Angle,Label
1.3827111386295272,1.3180047995009874,-0.5659848273125574,-0.3230126295986179,1.537773779504582,1.2468897788352196,1.1947646257622688,0.7751213794478189,-1.2415898162814636,-0.7720201206851659,-0.9218107912630819,-2.082500367194736,-1.4150611883487494,1.2193262675892098,1.2752746141680606,-1.1243656419874102,-1.070001494071789,1
1.4412885850846668,1.3492960085029948,-0.5649143863432404,-0.33681486868516286,1.537996805139168,1.242480611855749,1.2057225066390078,0.6808150477986024,-1.3140874398996807,-0.5798329659960778,-0.9124059924051083,-2.1464800763200893,-1.3405218387435418,1.2108143003283045,1.1460701326234082,-1.0882069270234613,-1.056759428003746,1
1.502331893119291,1.4024994135079154,-0.5778781853970973,-0.357199738444133,1.5340310867815035,1.2348834974498935,1.2613620303517739,0.5856280610652546,-1.3500351312873755,-0.5150993082876931,-0.9205097210110483,-2.325352729610931,-1.2395968822190016,1.1930738994605228,1.111669674479018,-1.0682455053334434,-1.0562453642572498,1
1.5249057539761393,1.4576472551819917,-0.5748711381460896,-0.37093971136568227,1.5349281156058723,1.229645066106759,1.3350837038929644,0.45851530653666706,-1.2609700487911457,-0.46835731445865664,-0.9187084792079209,-2.432275370425696,-1.0798808507320452,1.126311220687585,1.1069674577873336,-1.0486665917028768,-1.060472318955337,1
1.5386437633147274,1.4749711097466482,-0.5621791443183785,-0.3777053389385312,1.5387726033580547,1.2274486450552995,1.374059462742761,0.40783752536669204,-1.2275160314203786,-0.4404134742080394,-0.9307141340701233,-2.693852922300946,-0.9627475267021466,1.1597295122047353,1.0882460888968355,-1.072662476329357,-1.0570918241983702,1
1.526211531981463,1.4470526686922462,-0.5716141544237632,-0.3742481589660595,1.536027238299382,1.2285847401627699,1.3556068300281268,0.45018016028195856,-1.2444367515410668,-0.4521244193603167,-0.9170603284573077,-2.554887532692859,-1.0302573505604862,1.1285250987040598,1.0861969086042174,-1.0832239575468061,-1.0550339313932513,1
1.526525637258995,1.4302841784847973,-0.576580838395958,-0.3705085612690185,1.5345642959552528,1.2296575027769867,1.2962285471548114,0.4441834609964167,-1.27056781488463,-0.3557942839579318,-0.9221045048443575,-2.644005619361309,-1.3614966216101114,1.1875290862002,1.117599314145984,-1.0692037943666206,-1.0552429060479591,1
1.4500858614234964,1.347341802608936,-0.5742949601727361,-0.36434764385371293,1.535183151183108,1.232751249654904,1.246619337802414,0.5578028321645062,-1.3894279110103975,-0.29058247524669717,-0.9140276992330791,-2.0340199489141595,-1.6093788685096617,1.230971584615965,1.1113215182679421,-1.0913793088707282,-1.0549515487096963,1
1.389841922901927,1.2994294331857723,-0.5708974910922279,-0.39388711227179746,1.5362767865761784,1.222517774007285,1.1972927071483452,0.6951949242865622,-1.4210754487372248,-0.2978501209001167,-0.9255226678890668,-1.7572835077396411,-1.8204374675323396,1.261096516884144,1.125723096792942,-1.139582646375266,-1.0608201135916622,1
1.3341577444100146,1.2923683848641705,-0.5688752005954271,-0.40350668300373627,1.5368879917529281,1.2202410995380508,1.1592608680036842,0.8483082013104842,-1.340741081977282,-0.4554284146736087,-0.9361741876675322,-1.1916377720859537,-2.5772340561689457,1.1941832520715636,1.394101870958901,-1.1578089694913865,-1.0822033994270281,1
1.2828439835712437,1.2695031311837521,-0.5659076650831902,-0.4077589496382094,1.5376836018561713,1.2193835888595137,1.1148965808243358,1.0050242817381838,-1.002909780132551,-0.7090125596952509,-0.9488877929429065,-1.6291938738690703,-2.092112211657752,1.2976647919081976,1.313323884344695,-1.161463811201111,-1.0688188688899636,1
1.2787828249475506,1.303713833921353,-0.5622907087737099,-0.404765278984569,1.5386903991698446,1.2209181296581528,1.004072899237273,1.067255481122631,-0.7238560536278614,-1.0006267688821513,-0.9342718019650311,-1.7782006446119385,-1.1924176003577485,1.324670638401045,1.2095410592019757,-1.1668754749602608,-1.0614268911555023,1
1.3079960743567942,1.3183424133087736,-0.5605019726202362,-0.4008472191702004,1.5391641992378648,1.2229546144949714,0.8879015619429321,1.1471466015375738,-0.604967986448665,-1.30833997385794,-0.9231783918537986,-0.9294607330200743,-0.9176338225420001,1.0482075024504602,1.1184212746896298,-1.1716776569545022,-1.0234846091571863,1
1.3093940640447466,1.3971651759778063,-0.5659028357220305,-0.40323326196038384,1.5375639367625533,1.22276430538809,0.903866286641134,1.155750441719385,-0.6463006676094017,-1.4205060409135408,-0.9206436481063369,-0.6231408635921115,-0.9117401191194898,0.9884166403550353,1.1265795310545457,-1.1653285991225784,-1.000923058918802,1
1.3695449241954343,1.4461634740290406,-0.552044843391658,-0.388673326757232,1.5417732658026235,1.2283546492146444,0.7828712882558487,1.193587698516982,-0.6300726987693781,-1.4854718868967458,-0.9181349100939616,-0.5796182025539531,-0.927789007804187,0.9824939904124698,1.1272316798401243,-1.1713105276346822,-0.979973750072527,1
1.4149919346727517,1.4948369031163407,-0.5557665472976921,-0.3998968449395875,1.5407199019713456,1.2254604097348867,0.6937621815598453,1.1857150761354536,-0.5805720054113288,-1.585076024804765,-0.912056412927617,-0.7527342597651051,-0.8272771499183349,1.0220790623498492,1.0612439171881325,-1.1680029952876987,-0.9890174752958201,1
1.4332242780828446,1.5037898709738575,-0.557203794742404,-0.41029322651786354,1.5403071391039425,1.2233951018158458,0.6622965827442399,1.1803874814060533,-0.5633663700842614,-1.5738693835780426,-0.8955365629153245,-0.9000383592292596,-1.0716145563941186,1.0506172661944928,1.1720071349258654,-1.1708053095732847,-0.9902003525468343,1
1.428070977184276,1.4825083900313976,-0.5591380963397093,-0.408688960086668,1.5397195102689172,1.2244523406995855,0.6997693306688059,1.1007018462120062,-0.5912529772772307,-1.5293960307508632,-0.8927671820240763,-1.0498826916934312,-0.8526577631564171,1.0904676902134294,1.1817548651128718,-1.1610844295222544,-0.9823066544155649,1
1.393803071479816,1.4874824721972282,-0.5608975636159245,-0.429691513816394,1.539122608556237,1.2162566272421886,0.7634540103323217,1.0510386906291658,-0.5409129091947673,-1.5673768250780367,-0.922796944919635,-1.323442968253768,-0.7547745018149695,1.1002414584586317,1.2602000348094875,-1.1638775100927734,-1.008095626903891,1
