Left_Shoulder_Angle,Right_Shoulder_Angle,Left_Elbow_Angle,Right_Elbow_Angle,Left_Wrist_Angle,Right_Wrist_Angle,Left_Hip_Angle,Right_Hip_Angle,Left_Knee_Angle,Right_Knee_Angle,Neck_Angle,Left_Ankle_Angle,Right_Ankle_Angle,Left_Heel_Angle,Right_Heel_Angle,Left_Foot_Index_Angle,Right_Foot_Index_Angle,Label,frame number
86.88618123517186,102.2170495723124,290.0806250981689,302.2347307834768,46.325401363730464,60.057964835767685,20.62646582435476,22.178228652536475,328.5649644113797,326.4601693290459,345.6725003721096,200.7972680777945,211.9207290254245,38.887250756037176,45.16310285925911,309.83586541063124,318.86684831897594,1,1
69.20022504900571,101.28653651506237,97.3921709057019,302.0837591784419,302.33726249217665,61.14400793770725,21.45924425295847,22.90232765186331,326.9497271077337,326.6847039897136,345.60309743790134,205.00434285358853,212.3241044620253,42.76272884406805,50.62903048306656,306.7878153177417,318.2459926417923,1,2
70.44104412843703,100.93139201450144,295.87259671461817,302.38327254779574,58.33155564757841,61.71190106644559,21.973149307655603,23.36624581215736,326.58183283766823,327.02827797320504,346.09649233386165,206.3289836405565,211.96670354702877,51.01474401600467,56.30003445472218,307.3800227775141,318.3400075004729,1,3
57.92189344437093,100.55875975333996,110.44408405843032,302.4014329446278,298.91341221982293,61.4857269631882,21.901032691864614,23.591117970045516,326.700020603237,326.9767871875081,344.8067335961803,207.6284873145081,212.48996717943845,55.41326979671029,60.12401373470662,308.08996046274183,318.25411466062985,1,4
62.4696263307697,100.86652766858236,299.6623927346104,301.7714602915155,45.42859599002159,60.95550272339833,21.753382547444,23.81763296358753,326.77626015654187,327.0046093544172,344.23650523859783,206.3259815549756,211.98601293568683,57.076446958282034,59.05343819978789,308.6269972818988,318.13401150144506,1,5
51.985177344700766,101.29977922175688,246.3114236546988,301.6794167162895,63.22076731854867,60.44988367458695,23.293336028638937,24.441088091136347,325.8517638736508,326.415968261688,341.917356774159,206.0574375321256,211.51057831512816,57.08729008050782,62.03511931083678,309.42750461462794,318.4677808038585,1,6
37.87659529277747,100.914347769579,159.6156521241462,301.7403768899589,348.8992806989239,60.52312983209975,23.6261693301582,25.142085637754203,325.66694499523044,326.2113043257622,341.6046630510855,207.58327323483047,212.59732468636813,55.07007090173524,62.21750255774967,307.9460974218416,320.1154119940006,1,7
33.21426901645538,100.95251774322266,154.69323564616897,301.4845769247211,346.6666321147079,61.01615591038236,24.21195330825228,26.0763889050773,325.4487143952732,325.3228892371806,342.39077115261097,207.7511923676613,212.9228071078021,60.69833418434868,63.92774961001937,309.46379617731924,321.0141135732778,1,8
38.02136533511692,100.92710569244656,151.30733962438634,301.63058684610195,343.9016862266619,61.56883640249384,24.688312396247174,26.72620718110785,324.94783745008823,325.7740294539181,343.4341280522495,207.85950848671695,213.49564151165413,65.21156393913807,66.33589665534119,309.9664007953855,323.97720179414165,1,9
37.90783880676666,101.58004541647482,150.6291843964718,301.45119494813764,343.4871844773538,61.736229389215225,25.15166664840025,27.22774986975729,324.691272478442,325.51746735065694,343.4772473094087,208.0365164666956,214.22837329175636,66.14876777586967,67.14236738868628,310.46787000819944,324.0700007324581,1,10
33.33294040573906,102.82515847865471,161.30462074594047,301.8990006405781,349.4728255159117,61.5993595997506,27.850373165152995,27.53824225207485,324.52503307469385,325.2889319555288,342.48061836648145,203.87566639469787,214.15506495539464,68.72540924637387,67.09167338475707,311.37669785876346,323.7335798639818,1,11
34.15194988839551,103.86296516060092,158.810427894435,302.17695037067847,346.42238135028833,61.41836370207952,29.59305752293215,27.824341462921364,324.08908061290225,325.4167285799072,342.7254771391748,202.83277202788727,212.8579639026256,66.40123365242964,65.26544369079546,311.310244239654,323.1737354011147,1,12
55.24041522747272,104.03549174051894,308.0321646591562,301.8452202542253,37.95964067221322,61.828878257703465,29.668088369609432,28.427444914283925,324.0353401053966,325.42472796902985,344.68253050836887,203.45171651103132,211.894595900164,65.50606364204226,66.5616568931902,311.3649826724674,324.6354984720884,1,13
59.40919832591288,104.05588577014296,308.22616011394507,300.6503038815774,40.13079427755481,62.90003809798019,30.02031422577596,29.169659782259007,324.25329669917244,325.6157126494041,346.2267440198733,203.160591249505,210.19766976984585,64.92779133046758,65.11161863878263,312.0924719190535,322.5216553797427,1,14
61.14363547940344,104.52721094786789,302.28075371905624,300.93275214099754,35.857917953432896,62.75682404480646,31.03055649726044,29.486524131935024,324.0418863159039,325.2593768997463,344.86168129648723,203.7146867261569,210.5250309511352,60.40769565042559,63.32678965545877,311.5310199528721,321.986397394792,1,15
73.81317938093761,104.67826878190348,293.7821120498741,300.4016862714348,34.23182094203024,62.88441379816081,31.2314232546351,30.30555380974804,324.00858999597085,325.1184958521271,346.24550238968493,204.61265804722285,211.3718941756031,63.30703799711109,64.70261070308074,313.5889012590457,322.6927314112867,1,16
86.53724004681456,105.23411662082115,284.5909606410456,299.0173156348556,31.461406807166053,63.8303736811714,32.2519141495507,31.41120787794124,323.5568219588552,325.00044913260047,346.6551432033639,202.40643778854945,211.8293109289715,65.23593092322264,64.53526810179117,312.933165704497,323.12906703184063,1,17
89.75306462295435,105.63888564213704,282.8549826658077,298.9950683550912,32.888460728173165,64.14014718985317,33.08180056736781,32.15940407313292,322.8812053529909,324.91037735458235,346.82932959976785,203.45863707124695,209.68132182290225,61.00242093700371,59.4842234832822,310.5415034444032,321.97694183565704,1,18
92.4162670892401,106.1959219846498,278.711478523015,298.92155395051753,34.07857043548832,64.66613786870757,34.67256236543074,32.74452501155215,322.88271855182626,324.4868210597896,345.2668535266856,203.1246335615137,207.6406386801287,57.393433588708994,56.78041612644122,310.0657243437289,321.5566028749229,1,19
98.17034758065392,107.42851462897758,279.7313030114529,298.2665918303783,41.52222913345578,68.06000301438091,35.93452406197537,33.88008072353893,321.3746975545104,324.07880164880345,346.9552903078825,203.3041136472432,209.10437566168764,62.24791428653512,56.82819085235762,311.84053362001987,321.6796544036275,1,20
111.11197169169152,107.61800548956565,277.9637800046789,297.98793815538284,51.46864208667662,67.82376403192669,37.82666466560613,35.04727473397418,322.41011390490365,323.25757666055193,347.1903364577089,200.36028984608933,209.1938785673317,69.19680978760637,59.23030349289645,313.3573754706956,322.339798087457,1,21
109.47506607636862,109.13949100432652,276.16158653206026,297.22656043954254,47.62627722833834,67.4123658281595,39.21162831828253,35.86607770109772,322.56274088840405,323.0490892577744,346.98025299686446,200.32906685956183,208.8210099133493,68.14055111619484,57.077918947381946,315.5535179121688,323.98465755707184,1,22
110.2329273435484,110.65008945386782,274.2075157061762,297.75229575749444,46.93526343586908,69.81801833925797,41.087935837666365,36.818381762870224,322.3713295269354,323.25390281152585,347.3438113221455,200.88876231107972,208.4281690076035,73.09322473466888,57.69603023776372,319.22206192461044,323.5064848443099,1,23
113.97058112534027,112.39606604386782,266.7028743589304,296.67698759159674,42.61825415713049,70.03284282339784,43.22769231915788,37.809128818903496,320.26912524857994,323.54591275015,347.0605974290376,202.87033016302703,209.0236186320185,71.39245062877981,56.48868539834603,318.6478284648186,323.18765891215554,1,24
117.21980266887708,113.47520970048458,272.11299672445966,296.5442925175423,51.69808204326637,71.1610260371548,44.41279011511803,39.05298195991829,322.23147547675086,323.74657536930573,348.905329307442,202.0230799070007,211.1234759651976,69.75860657443647,53.39898459104255,318.4877357537889,322.4426225500154,1,25
117.52199022932,113.77703402452612,274.3193026163471,296.8752195698851,54.49833383187477,72.0308475943219,45.66731690547645,40.36580130671016,323.7911610130351,323.63890082889736,349.9464029194438,200.70182482843956,211.90325879722505,69.2287711245953,53.389971174074496,319.5068039638373,323.07655342395486,1,26
117.40324201584178,113.80365050476225,275.6357533084188,296.69863707397946,56.13519462550981,73.92298971620343,46.6744858197441,41.96748994114713,324.00611581997106,323.54513166629414,351.79127733156486,200.23707645279669,212.028499353781,68.9743244096424,47.34397113866753,319.266173200766,323.57778417126747,1,27
115.67619924121789,113.7210603439948,282.43144649933384,297.93143910869725,61.63168346950317,76.43602078422116,47.15108826359537,43.880122639208665,325.2058624265744,323.43506966344177,353.235655363405,200.2457248160038,214.9460497946348,70.40377003036147,44.33049550660732,321.2999437390436,322.4559298428392,1,28
116.253797220211,114.05148219800962,287.65152351104024,299.0515964199016,65.9935428357284,79.54244881823811,47.86830160316424,45.58188994641597,325.9571417066216,323.3445184677355,355.0326478808373,200.08669402245576,215.5874424015012,70.45450232805095,41.91188311052949,320.7628549833205,322.0453857506806,1,29
116.3403761961729,113.91414087332866,290.406023700254,299.51684338542344,69.4846199971263,81.21076970238809,48.65428492927953,47.122762960327584,326.3541421438626,323.16400977386195,356.26102295047866,196.81192092797056,215.54931220438405,72.15563979203644,44.04586929835248,320.8571305865484,323.85292910306555,1,30
117.92691233408108,114.56912977572128,289.71039710812056,299.46065122549874,70.60860255635119,81.88056127272351,51.82228569232486,48.10053370133105,323.36502242398194,323.03763952635893,355.4297810752359,194.9065022564914,216.0609422867782,65.5073615754953,40.57394671647922,317.1864052970729,324.14280692201066,1,31
118.1236757470096,114.84390911444451,293.2479850791216,301.5262335543225,74.5006601238468,85.07251967759353,54.236630939648414,49.73896529610515,322.32917668440416,322.91100963663,355.40532888155025,194.15611309423096,216.92291077095672,61.20501479956983,35.849484043591204,315.78420425175267,324.1292973942638,1,32
119.05893005275584,114.5303551699166,295.4200109300904,303.3745206905235,78.38099131258558,88.54221651353814,56.08620618267057,51.62955502874111,321.6836374220382,322.8374799795392,356.2546089247939,193.4062372691995,216.98832522556373,60.81781571134058,35.10165210770879,315.04313648565454,323.4693627991849,1,33
120.10498112292578,114.3650542106418,299.7766531515698,305.7565570550221,83.20528430230704,90.73943844767192,57.63015217070039,53.10379266935884,321.3231297875761,322.9401754962091,356.8089857467209,193.6173750596252,216.29667740357564,60.34750190009415,44.09173613044534,313.41118993191617,318.2343482114486,1,34
117.97720707564632,113.38737782825648,306.368961301164,307.09683862222863,87.38644992306371,92.29598744189192,59.28337651115111,54.94352882985872,321.0484721444582,323.146838948637,357.79225742350417,194.1282091574748,216.4285419647848,60.88903407346852,46.35610865122696,313.92420130387194,319.9258962708197,1,35
118.47206864233888,113.39781260561342,304.30839018857,307.2746415556391,87.31094048735443,92.81745813298242,58.884411990788735,56.73628031744244,324.92886331354094,323.3893417637529,357.39089064736123,193.7575453456674,215.76669126669128,61.34978259471933,49.96591481313871,312.25805367658074,319.449796815278,1,36
