Left_Shoulder_Angle,Right_Shoulder_Angle,Left_Elbow_Angle,Right_Elbow_Angle,Left_Wrist_Angle,Right_Wrist_Angle,Left_Hip_Angle,Right_Hip_Angle,Left_Knee_Angle,Right_Knee_Angle,Neck_Angle,Left_Ankle_Angle,Right_Ankle_Angle,Left_Heel_Angle,Right_Heel_Angle,Left_Foot_Index_Angle,Right_Foot_Index_Angle,Label,frame number
165.06493522392893,144.155231072343,149.99030503462103,200.2117557115353,342.6127257801175,11.343207798380549,203.2934395279564,204.922832550172,198.25584580535116,197.56688138147467,338.83101806079424,212.7805068491218,198.59873916662804,40.54298643609329,29.37283441486097,329.5978065863073,324.9938848817665,1,1
150.93895755423054,145.21667077483335,172.9159494927874,199.7102424672005,357.0932648603428,10.792306817529406,203.3665077628876,202.5545386883192,193.7659232538723,197.1516693328303,339.9376789942078,208.638800518032,202.2578386745926,38.410095049776594,29.410154323007173,330.03249464546303,329.6763334309384,1,2
147.71745565880758,146.02974100078316,173.16252430123515,199.67509705408384,356.5964377860336,10.772361718337512,203.5936131080225,201.08200535761708,193.01740113808088,198.14014119343213,340.7382794599142,207.38565876392732,202.8000264021936,38.41621818686722,29.41090227195448,331.83445803681934,330.31144568789927,1,3
144.46196997109783,147.03693773145463,178.61531527495072,199.90046901154037,359.2692987566434,10.929320636128546,201.92458163800248,199.23581547885968,194.9662434503018,199.4654392897708,340.4001985122915,205.41815780060543,202.8328473570265,40.42793444658072,29.673842242652512,330.99123608436423,331.3907072506345,1,4
145.55006468852673,149.67363149742417,184.876455690934,198.64111186236852,2.280300182759902,10.236447696717292,200.46563867069472,197.48895706170305,194.2403479310993,199.80895525025824,340.7881180427542,205.94527453372643,203.0622554241712,42.08058859775885,30.887809938666003,329.9834822707602,334.01391680642325,1,5
145.14240668725444,150.0781966037037,185.9590439445199,199.08864140229537,2.897964271198417,10.471475013201417,201.14990145457156,197.0822449493943,192.9048252365086,199.89400370868367,341.673960888464,206.10763144127,203.76729880168048,44.13806281944888,30.974518692077176,328.8656172462028,333.6187335894318,1,6
146.0069205084843,150.48735524254604,185.05651828328857,198.9391288414939,2.457493357776103,10.374264728484771,200.8798840993938,196.74228463683053,190.8626768549672,200.24141708968253,341.30031806535425,207.2301091537117,203.87889905620148,46.81202094777295,32.02839975030597,328.6416274019575,333.07866800082843,1,7
145.54283249021952,150.45001632281858,187.13887964080112,199.17674344977624,3.4336820002825807,10.531243995903257,199.90894325766257,196.53568010862537,190.2728071709014,201.04105030555925,341.702438151831,204.5028990951957,202.93314038324743,50.44468800178503,31.195208995877124,322.8507586447835,333.9026369139127,1,8
146.01856687428065,150.5653692647899,188.0509176575036,199.5344336861884,3.891123948942267,10.763556894066893,199.7127390204372,196.09784118779385,197.1099714903374,202.34382862840823,342.4881008521108,171.02161402883493,201.09245936543496,75.40249159759192,26.539509672299623,288.53072803805816,334.8487176343676,1,9
146.74371450875125,150.65000555399533,187.312676158604,199.53578848199632,3.5673948090371552,10.660755738208326,199.3105006176417,196.13859794841483,192.98418497502905,203.21874842442864,342.98120706500464,187.1934086447627,200.30324769234136,68.9978395352897,29.24822278089668,301.81200124133414,332.49901268222,1,10
145.84004720060844,149.9245468574024,187.44756500454943,197.9488772362676,3.666123389245876,9.72587481492186,200.29423920461863,197.7561817274179,197.89528276938424,203.17754930876885,343.54168214034354,172.5201455503924,200.3961032892933,79.19324537913282,29.009837859863588,291.0765552979425,332.8485521009533,1,11
144.8570616318019,149.37507457070737,188.32974801358392,197.8730436985681,4.26132657655083,9.66604150345737,201.52925892499775,199.2251387727281,192.9943846820965,202.16348030770212,344.3427551857595,191.1626885700459,200.46618649680036,71.04222103562815,30.189623811293803,305.4889271591492,332.1977651156503,1,12
144.86325740024057,149.22280212941303,188.13947823620896,197.82240867308877,4.215019187770856,9.635875922800498,200.53999277578228,199.0248066318917,199.6440134117585,202.8590448748119,344.4177327619573,168.9196909108336,200.67946710479885,85.61143032750327,29.62971466697807,293.90312354143697,333.00028489435067,1,13
145.1268578938278,149.2009483272314,187.5011077738855,197.3741427149889,3.90669090921606,9.385058968855276,199.38801751125257,198.57587911381347,202.580711310243,203.33725374572987,344.070992599843,162.4246415074788,201.03484770971,90.54100253056112,29.470152305875512,294.5739796436188,333.2863919312291,1,14
145.34864089839138,149.15778768106517,187.15009658944751,197.2246166507984,3.687539281156086,9.301940156051453,199.1209761634322,198.39650490882224,202.43959617362495,203.0273535845845,343.834337747059,160.89650993882546,201.46801190828504,98.02852201506164,29.97900903186677,299.84683216562314,332.9046608398615,1,15
145.65868995622972,149.13622863635752,186.6562454747772,196.97999392901608,3.4523998576614767,9.160707744721382,199.17493840037116,198.60975990156385,193.8278335577453,202.0762834030213,344.0327382862523,185.93768640154545,201.83561165407912,86.6234887858273,30.759466139904067,308.429080720349,331.955826175417,1,16
145.90879792977142,149.25526914467247,186.2421666064436,196.75823645210195,3.238485226056516,9.041411711168609,199.33282382123937,198.6318942110809,191.07103444413147,201.4443259363463,344.0499878973637,197.20294724797432,201.57628392758423,78.21333559691264,30.52174028360516,305.6023539430579,331.9074527845238,1,17
145.8592784372715,149.22080419789418,186.2487026372504,196.72846655073627,3.238522345631689,9.025517728489492,198.96135838618432,198.21883312273476,194.70786112511087,201.30966430278573,344.13131987138405,170.01825350619154,201.52339088242925,107.11736577618902,30.742207767759027,303.42751990615045,332.35086531295497,1,18
145.85347629529053,149.20924166324744,186.2616639891868,196.72633588641503,3.2458781531801955,9.031836083885622,198.59711890713515,197.5050501767178,193.59493091335503,200.2832093777928,344.14099411683696,167.1472560133628,202.0902303917254,123.8785891558006,31.553725280381325,312.2200355993372,333.0959260274152,1,19
146.08287200279975,149.2572762364693,183.55511280262888,196.69746217575357,1.960078003717377,9.028833454717455,198.0846804830952,196.4626882525887,193.66873791247505,201.35273086883203,343.8125983880628,167.1165026974485,201.4703466675759,129.6072022342446,31.970278490957966,317.05801442663244,332.457071150402,1,20
146.26328524705664,149.3793392103139,184.51702282568672,196.6070310813764,2.4034775092356444,8.991777658904958,197.58794860508084,195.8691856368251,188.50243286090932,201.41260574860857,343.8625473811284,185.2121593162873,201.7496755483025,116.47276293993048,31.86799246140489,313.63594903934865,332.5822010289033,1,21
147.48689899812211,147.90447848637933,177.73940137732637,197.4920362964341,358.7063268955286,9.50291229682428,197.67897622663605,195.7937651689587,187.26263512337664,201.69918803285648,344.2586274240124,196.21812701200463,201.9935705211741,94.37129016036158,32.224922757035195,301.9913004405839,332.28246011704465,1,22
