Left_Shoulder_Angle,Right_Shoulder_Angle,Left_Elbow_Angle,Right_Elbow_Angle,Left_Wrist_Angle,Right_Wrist_Angle,Left_Hip_Angle,Right_Hip_Angle,Left_Knee_Angle,Right_Knee_Angle,Neck_Angle,Left_Ankle_Angle,Right_Ankle_Angle,Left_Heel_Angle,Right_Heel_Angle,Left_Foot_Index_Angle,Right_Foot_Index_Angle,Label
-1.6231281032093372,1.5083037027092974,0.9372948533611717,1.3108034615256945,-0.6117356215981398,-0.9112363315465289,0.14139293939582048,0.13590384939057992,-0.2954549186360811,-0.04479224102389879,-0.49684976471579856,0.9372365285737922,0.9516555128720189,-1.1097987601911428,-1.0357340606880396,0.9739355644976049,1.0288532071768066,1
-1.6234498386051308,1.5031692589661847,0.9270838258712626,1.3058949216577243,-0.617689900968844,-0.9204623891456635,0.14045045414156873,0.15271448360466022,-0.29423654923537645,-0.06786807685555547,-0.49495448466580516,0.9773193258059565,0.9896670617405376,-1.125027364520511,-1.0466037955936172,0.9795726637174467,1.0288289345230401,1
-1.585420844598482,1.500175477042233,0.8745626492804309,1.2977941302313716,-0.6311246758853246,-0.9360996889108373,0.144004625988115,0.17078674653484888,-0.29254167335231823,-0.08521723551088894,-0.5010367892068465,0.9848529848555275,0.9934925479352733,-1.1276542984441855,-1.0465148035876184,0.981424895371264,1.02929441181133,1
-1.542593654063943,1.5126737940454416,0.8178228982202291,1.288026428501338,-0.643934312618337,-0.9337628743944024,0.14383974070035763,0.1813022824936874,-0.2886306216282982,-0.09826905377941976,-0.5064014242024434,0.9784794079098194,1.0092330891138763,-1.1218465658154604,-1.0481676628483945,0.9822426647118071,1.028038770347455,1
-1.4631719292808525,1.5315445765953692,0.703806583674015,1.2912267645650308,-0.6595298315766805,-0.9264203402078044,0.14491039188301397,0.1795370781869907,-0.2887068719631971,-0.10354380651443547,-0.5160447860897832,0.9829298632405886,1.0186484819946067,-1.1201936707354931,-1.048713156740157,0.9829719422437715,1.027913787639008,1
-1.4522440602626885,1.5765579211458247,0.686666985707978,1.2914241993905349,-0.6625247600365419,-0.9106053179735731,0.15037012914471523,0.18225208791777603,-0.2882101557214294,-0.10826537253055149,-0.537322474761207,0.991343331817509,1.024573602239524,-1.1232664093296185,-1.048588028030713,0.9844202078744491,1.0275700584409548,1
-1.4426303021602147,1.6056989425275716,0.6715922172825751,1.3002055118017573,-0.6673007466910564,-0.8620121351452669,0.15388507962232376,0.1857659958665468,-0.2890999517689665,-0.10955550696193596,-0.5461194027654109,0.9920012430731898,1.0217519238431596,-1.1243754329185347,-1.0486594804326206,0.9846758114960079,1.0273874097419526,1
-1.4343927417411104,1.6219368401077692,0.665463302535517,1.313033446240282,-0.6786568091949091,-0.8114746539916491,0.15745432912877302,0.1866254155263665,-0.29251913499504223,-0.10963450719383717,-0.5576468135126977,0.9896506017219007,1.0216415254680113,-1.1227079931960247,-1.0487869642321845,0.9853317843838064,1.0273578309279927,1
-1.4387334845156086,1.62741658019361,0.6626615314539728,1.3154783315597738,-0.6911937848930517,-0.7987409542448868,0.15916937614067325,0.19101917256359985,-0.29359362995579663,-0.11286257766473357,-0.5652204155968862,0.9982043532101054,1.0290204547635569,-1.1258719738561436,-1.0517715779810008,0.9865566611923342,1.0273899593306075,1
-1.445844011718421,1.6274171114751532,0.6699531644640868,1.3156062835742623,-0.6939241185664714,-0.8001439442994567,0.15987816709942843,0.1894961085979156,-0.29199313726505954,-0.11142534375831321,-0.5666478305748607,1.0105282057731662,1.0311849285639072,-1.1303643948320266,-1.0530742866308764,0.9880782617292704,1.0272301474935204,1
-1.4568180987999215,1.6164203924723715,0.6711825575442258,1.3008905829254527,-0.6919558738917638,-0.8462815501619784,0.16703308553578433,0.1936123832512724,-0.29132119330168665,-0.11327126243314005,-0.5696066254381115,1.0284429231754593,1.0328410718629975,-1.13515522783528,-1.054056060874734,0.9890051373687005,1.0267595474697313,1
-1.489133131000526,1.5991600794839305,0.6927066806163775,1.2843531655141112,-0.6836808395840981,-0.8943467514475597,0.16727777751846298,0.1967787066396004,-0.29616928041502205,-0.11414551551622684,-0.5607931677457093,1.0482033006934801,1.03437325615101,-1.142836375022092,-1.055408915127502,0.9897145065810498,1.0261024147206086,1
-1.530369586779104,1.585369277647893,0.7314962797220885,1.2717375668189612,-0.6671433850875021,-0.9122906255797439,0.16767096657749517,0.1918586719717401,-0.2944655136590582,-0.11037432444336694,-0.5572775103892291,1.0623489205978265,1.0304058354853627,-1.1498897398464465,-1.053844058468149,0.9903820137932751,1.0256045744309836,1
-1.5500894796092408,1.5769882306288971,0.7564909963992544,1.268079199234841,-0.6552653890025839,-0.9219559382438313,0.16237821676275166,0.18607251484833215,-0.2995946493547431,-0.10953989061811885,-0.5430591835282798,1.0754530079577638,1.0305354921870418,-1.154573663641119,-1.0534528844983453,0.9908494199348618,1.0252189630359398,1
-1.5756118496266553,1.5749983467350919,0.795567880796811,1.2831938496628943,-0.6484420012805933,-0.9194901299368331,0.16226416568128982,0.16932935226735404,-0.2993411789357711,-0.10609857461110506,-0.5548693730963911,1.0809450129748375,1.0275006539977918,-1.1574944586648939,-1.054444223597089,0.9912759233470855,1.0254871472204221,1
-1.5880385203714344,1.6058902832499788,0.806699547667367,1.2605153578882848,-0.6481794564057606,-0.9194912597377428,0.16066800282256563,0.16655102007711245,-0.2975186905544377,-0.10260005207890766,-0.5704342403953742,1.0803495547524908,1.0288890921505247,-1.1585569210468663,-1.0571870267864039,0.9913872185824198,1.0263648676128014,1
-1.5868023253664,1.6167849095608733,0.7989651716102412,1.2643096615423837,-0.6485028971478686,-0.9145832763482884,0.165024336614397,0.1581027155855604,-0.2959229814769293,-0.10099163984942536,-0.5887239114058573,1.0766259405357839,1.030150096841997,-1.1582794003682721,-1.0592893403337627,0.9911900759274369,1.0271616435648807,1
-1.599721853514375,1.6163852922914101,0.807996309583725,1.2717888859350615,-0.6447669650803487,-0.9068286451930968,0.16536189006773255,0.15311576610597263,-0.29617623298399726,-0.09811851751649592,-0.597926014927755,1.0701486723322595,1.0251657960369716,-1.160998674005834,-1.0606676173196714,0.9912954461722928,1.027554401463223,1
-1.6002794364972703,1.611260539553567,0.8045782304210144,1.2792784053967303,-0.6437512175145628,-0.9055671148473504,0.15971470617019787,0.14643527177585566,-0.2969786130641126,-0.09563702535579531,-0.6061099592016962,1.0794713501435118,1.0210007555895275,-1.1670014208443975,-1.0631199549913788,0.9927667660630705,1.028145117958664,1
-1.6202128807520961,1.5991957941335824,0.8219202913758016,1.2854765556076317,-0.6331062110521634,-0.9036133066833494,0.1484594301431413,0.1367798000909036,-0.2892297058337992,-0.09172671476752903,-0.6105312018547441,1.0726666521529493,1.0240400676344363,-1.1729886239217127,-1.0719638488963816,0.9930930397129797,1.0300925323229784,1
-1.6781684096970366,-1.8437197733581763,-1.1109036701793935,-0.4806058435846843,1.3825931676149918,1.1920703262297843,0.34690998986977,0.2294700051605022,-0.34788513594404374,-0.27416083374667843,-1.040362212449897,-1.4197404818931547,-1.1587909200404343,1.3434125601598792,1.3183628029330203,-1.1615504426876242,-1.0579206322071488,1
2.1744076208843723,2.000902833610766,-1.1300384751285772,-0.7125339021846401,1.3876104084898218,1.1219800122937047,0.38339606633245726,0.32466997503034617,-0.3693238335429779,-0.35280070247577927,-1.0440731723013241,-1.4121271377816438,-1.2605133125980845,1.376236439352678,1.4020019824044008,-1.1825691108147782,-1.0801343711348586,1
2.0505368533505117,1.9309734056477024,-1.0659964651267937,-0.8172619012570814,1.4095163072695351,1.103610980798275,0.38641462703240415,0.35518739946556244,-0.3793593136314408,-0.35067318106107526,-1.0407540240304873,-1.4010024945153368,-1.2457612794103767,1.3737843738470215,1.3829888589919799,-1.1813149969621548,-1.0824165093117983,1
