iter	MultiClass
419	2.924277835
420	2.922064379
421	2.920228955
422	2.917737277
423	2.916454492
424	2.914819808
425	2.9131081
426	2.911118186
427	2.90906985
428	2.907335117
429	2.905917274
430	2.903971987
431	2.902222896
432	2.900493058
433	2.898935188
434	2.897017955
435	2.895139577
436	2.893432771
437	2.891667618
438	2.889795298
439	2.888144942
440	2.886516526
441	2.884773735
442	2.883359246
443	2.881681537
444	2.880043713
445	2.878362369
446	2.876675084
447	2.875293757
448	2.873527915
449	2.87209311
450	2.870504544
451	2.868812446
452	2.867380186
453	2.86544793
454	2.863826192
455	2.862184683
456	2.860319633
457	2.85859899
458	2.85683085
459	2.854984275
460	2.853664689
461	2.852154402
462	2.850829163
463	2.849188671
464	2.847811397
465	2.846275508
466	2.844952254
467	2.843633019
468	2.8424999
469	2.841063955
470	2.83956053
471	2.838333418
472	2.837018609
473	2.835779683
474	2.834297658
475	2.832672371
476	2.831249381
477	2.829793466
478	2.828398493
479	2.827429848
480	2.825962782
481	2.824545344
482	2.823176784
483	2.821953093
484	2.820381424
485	2.819377724
486	2.818280057
487	2.817023034
488	2.815897079
489	2.814661306
490	2.813237891
491	2.811998576
492	2.810664384
493	2.809635269
494	2.80847347
495	2.807113346
496	2.805659817
497	2.804473137
498	2.803286832
499	2.802163139
500	2.800962432
501	2.799795841
502	2.798337607
503	2.79713946
504	2.796017033
505	2.794731024
506	2.793655229
507	2.79263968
508	2.791452202
509	2.790500192
510	2.789744071
511	2.788537595
512	2.787624897
513	2.786585432
514	2.785800931
515	2.784593341
516	2.783394983
517	2.782219991
518	2.781153458
519	2.780054513
520	2.778981584
521	2.777762271
522	2.776598704
523	2.77542003
524	2.774363006
525	2.77341976
526	2.77237709
527	2.771315596
528	2.770335218
529	2.76933674
530	2.768316239
531	2.767216456
532	2.766293446
533	2.765343305
534	2.764259391
535	2.763118544
536	2.762093552
537	2.76132698
538	2.760478191
539	2.759362356
540	2.758420145
541	2.757242131
542	2.756212042
543	2.755286021
544	2.754185536
545	2.753158512
546	2.752324215
547	2.751206357
548	2.750197882
549	2.7492841
550	2.748445896
551	2.747377287
552	2.746470199
553	2.7458351
554	2.744971006
555	2.744096159
556	2.743108251
557	2.742285817
558	2.741462317
559	2.740521156
560	2.739711039
561	2.738947409
562	2.738083588
563	2.737119141
564	2.736295354
565	2.735484572
566	2.734778541
567	2.73388465
568	2.73309405
569	2.732199147
570	2.73153163
571	2.730670894
572	2.729775337
573	2.728953096
574	2.728130421
575	2.727271787
576	2.726576974
577	2.725767307
578	2.725095582
579	2.724195243
580	2.723129349
581	2.722384647
582	2.721781959
583	2.720927468
584	2.72013805
585	2.719147387
586	2.718508706
587	2.717634963
588	2.716949975
589	2.716257329
590	2.715390713
591	2.714712572
592	2.713939345
593	2.713232547
594	2.712351238
595	2.711691072
596	2.711065796
597	2.710365173
598	2.709699871
599	2.708979787
600	2.708201332
601	2.707548609
602	2.706850771
603	2.705933444
604	2.705229927
605	2.704486307
606	2.703734445
607	2.702938667
608	2.702218811
609	2.701513872
610	2.700707034
611	2.699950907
612	2.699131434
613	2.698496396
614	2.697957821
615	2.697107169
616	2.696470902
617	2.695747181
618	2.695049882
619	2.694337377
620	2.693600116
621	2.692875186
622	2.692177213
623	2.691456386
624	2.690924622
625	2.690310494
626	2.68949647
627	2.688800641
628	2.688232432
629	2.687620123
630	2.686935546
631	2.686129907
632	2.685476524
633	2.684881447
634	2.684342716
635	2.683745159
636	2.683136555
637	2.682511144
638	2.681868566
639	2.68127579
640	2.680632422
641	2.68001277
642	2.679533424
643	2.679016145
644	2.678411602
645	2.677885491
646	2.677307346
647	2.676620074
648	2.676168457
649	2.675705415
650	2.675120096
651	2.674413957
652	2.673696492
653	2.673126373
654	2.672541363
655	2.672011739
656	2.671473131
657	2.670973447
658	2.670453374
659	2.66996968
660	2.669289119
661	2.668702777
662	2.668232872
663	2.66772048
664	2.667146934
665	2.666603953
666	2.666071866
667	2.665591767
668	2.664876675
669	2.66430398
670	2.66368093
671	2.662919841
672	2.6623335
673	2.661811485
674	2.661277601
675	2.660891359
676	2.660323771
677	2.659686215
678	2.659188534
679	2.658710347
680	2.658214913
681	2.657593297
682	2.657171966
683	2.656604416
684	2.656121066
685	2.655648467
686	2.655201072
687	2.654731483
688	2.654177395
689	2.653608714
690	2.653097035
691	2.652615945
692	2.652149186
693	2.651628881
694	2.651178765
695	2.650697412
696	2.650269768
697	2.64984149
698	2.64934116
699	2.648706319
700	2.648249214
701	2.647790246
702	2.647336948
703	2.646902548
704	2.646207724
705	2.645617097
706	2.645032613
707	2.644538786
708	2.644062542
709	2.64358351
710	2.643077607
711	2.642619361
712	2.642074729
713	2.641474915
714	2.641110616
715	2.640695484
716	2.640260191
717	2.639899679
718	2.639237654
719	2.638869565
720	2.638397747
721	2.638006208
722	2.637410838
723	2.636913277
724	2.636567464
725	2.636018307
726	2.635640556
727	2.635287284
728	2.634770543
729	2.63429712
730	2.633773521
731	2.633259805
732	2.632878396
733	2.632437701
734	2.632113623
735	2.631653134
736	2.631269844
737	2.630863161
738	2.630388996
739	2.629987463
740	2.629574249
741	2.629041745
742	2.62862629
743	2.628095793
744	2.627681522
745	2.62715417
746	2.626654694
747	2.626193501
748	2.625741421
749	2.625289959
750	2.624786615
751	2.624458395
752	2.623969999
753	2.623522589
754	2.623189918
755	2.622821592
756	2.622300522
757	2.621680991
758	2.621165781
759	2.620844425
760	2.620445144
761	2.620101421
762	2.619688188
763	2.619286459
764	2.618772447
765	2.618343861
766	2.617995849
767	2.617506673
768	2.617123322
769	2.616683478
770	2.616294078
771	2.615858075
772	2.615424899
773	2.614918704
774	2.614479393
775	2.613943144
776	2.613544996
777	2.61317095
778	2.612730813
779	2.612321813
780	2.611997942
781	2.61147007
782	2.611050817
783	2.610696755
784	2.610241296
785	2.609888124
786	2.609443729
787	2.609113971
788	2.608662251
789	2.608342595
790	2.6079404
791	2.607567228
792	2.607188597
793	2.606921523
794	2.606517325
795	2.606205448
796	2.605785038
797	2.605468631
798	2.605168467
799	2.60490751
800	2.604610433
801	2.604365866
802	2.604067457
803	2.603739058
804	2.603402035
805	2.603164892
806	2.602809559
807	2.60249167
808	2.602086696
809	2.601798139
810	2.601511362
811	2.601115802
812	2.60082089
813	2.600538212
814	2.600012604
815	2.59964707
816	2.599300184
817	2.59905046
818	2.598676229
819	2.598316839
820	2.597971386
821	2.597631925
822	2.597247507
823	2.596870135
824	2.596647816
825	2.596354803
826	2.596035652
827	2.595789825
828	2.595504688
829	2.595191873
830	2.5949309
831	2.594652151
832	2.594274286
833	2.593948461
834	2.593653367
835	2.593368951
836	2.593099495
837	2.592795658
838	2.592404432
839	2.592059919
840	2.591601991
841	2.591339742
842	2.591133192
843	2.590912509
844	2.590595973
845	2.590325777
846	2.590116761
847	2.58968557
848	2.58940298
849	2.589129344
850	2.588889506
851	2.588668405
852	2.588348127
853	2.587860024
854	2.58759447
855	2.587304535
856	2.58686443
857	2.586646332
858	2.586414993
859	2.585977974
860	2.585694267
861	2.585389364
862	2.585036641
863	2.584686046
864	2.584224937
865	2.583911035
866	2.583682298
867	2.583455772
868	2.583250706
869	2.582999179
870	2.582742913
871	2.582437125
872	2.582143961
873	2.581893338
874	2.581652716
875	2.581363596
876	2.581123284
877	2.580854611
878	2.580563641
879	2.580235249
880	2.579936766
881	2.579755207
882	2.579426416
883	2.579073872
884	2.578838516
885	2.578572144
886	2.578301314
887	2.578108609
888	2.577880914
889	2.577565574
890	2.577340059
891	2.577118711
892	2.576928348
893	2.576689483
894	2.576488143
895	2.576111857
896	2.575771814
897	2.575443627
898	2.575258838
899	2.574932419
900	2.574697882
901	2.574414926
902	2.574219339
903	2.573978019
904	2.573772635
905	2.573588363
906	2.57333124
907	2.572978148
908	2.572776996
909	2.572615157
910	2.572334025
911	2.572141864
912	2.571863995
913	2.57154602
914	2.571220369
915	2.571039807
916	2.570680053
917	2.57039536
918	2.570192742
919	2.56992823
920	2.569696337
921	2.56949633
922	2.569254356
923	2.569005572
924	2.568791038
925	2.568498753
926	2.56824364
927	2.567954823
928	2.56775329
929	2.567463096
930	2.567270524
931	2.566977891
932	2.566753529
933	2.566583652
934	2.566390952
935	2.566154319
936	2.565958071
937	2.565702721
938	2.565426318
939	2.565177892
940	2.564968475
941	2.564769987
942	2.564588688
943	2.56439666
944	2.564219148
945	2.563964669
946	2.563799083
947	2.563577434
948	2.563359601
949	2.563162552
950	2.562993248
951	2.562707712
952	2.56247226
953	2.562079026
954	2.56170875
955	2.561471784
956	2.561192785
957	2.560940826
958	2.560578852
959	2.560294634
960	2.560127211
961	2.559903131
962	2.559656855
963	2.559504313
964	2.559232327
965	2.558913312
966	2.558731144
967	2.558579404
968	2.558399426
969	2.558086922
970	2.55786537
971	2.557679792
972	2.557448562
973	2.557293677
974	2.557104726
975	2.556924788
976	2.55672844
977	2.55643425
978	2.556261355
979	2.556053719
980	2.555847379
981	2.555659665
982	2.55533057
983	2.555162181
984	2.554971781
985	2.554773174
986	2.554541076
987	2.554340351
988	2.554137581
989	2.553936562
990	2.553739572
991	2.553573889
992	2.553323185
993	2.553138602
994	2.552895228
995	2.552760565
996	2.552549429
997	2.552337537
998	2.552202481
999	2.551832714
